ensg	obs_lof	exp_lof	shet	post_lower_95	post_upper_95	GENE	shet_BIN_raw	shet_BIN
ENSG00000135317	35	56.086	0.00993787	0.00436205	0.01705605	SNX14	(0.00444,0.0102]	5
ENSG00000126001	77	143.91	0.00994312	0.00515505	0.01482005	CEP250	(0.00444,0.0102]	5
ENSG00000084754	16	39.143	0.00994492	0.00284005	0.01984105	HADHA	(0.00444,0.0102]	5
ENSG00000032742	25	49.311	0.00995888	0.00142805	0.02093805	IFT88	(0.00444,0.0102]	5
ENSG00000162928	9	15.476	0.00996055	0.00225405	0.02246905	PEX13	(0.00444,0.0102]	5
ENSG00000094804	18	26.568	0.0099655	0.00257805	0.01940905	CDC6	(0.00444,0.0102]	5
ENSG00000185156	14	18.097	0.00996695	1.51e-05	0.04155605	MFSD6L	(0.00444,0.0102]	5
ENSG00000172724	1	4.1646	0.00997127	0.00019605	0.04136905	CCL19	(0.00444,0.0102]	5
ENSG00000112312	3	9.3949	0.00997176	0.00094305	0.02732105	GMNN	(0.00444,0.0102]	5
ENSG00000163728	20	34.805	0.00998281	0.00320405	0.01893405	TTC14	(0.00444,0.0102]	5
ENSG00000123349	6	8.882	0.00998307	0.00055505	0.03112405	PFDN5	(0.00444,0.0102]	5
ENSG00000107554	38	69.104	0.00998455	0.00344005	0.01764305	DNMBP	(0.00444,0.0102]	5
ENSG00000138297	4	5.9061	0.00998506	0.00033105	0.03372205	NA	(0.00444,0.0102]	5
ENSG00000143228	12	27.266	0.00998659	0.00295505	0.01916105	NUF2	(0.00444,0.0102]	5
ENSG00000105677	8	13.473	0.00999332	0.00118905	0.02559405	TMEM147	(0.00444,0.0102]	5
ENSG00000143771	4	9.1846	0.00999665	0.00086705	0.02832305	CNIH4	(0.00444,0.0102]	5
ENSG00000182504	24	41.579	0.01000079	0.00287305	0.01915705	CEP97	(0.00444,0.0102]	5
ENSG00000229937	2	8.0061	0.0100016	0.00011805	0.04199805	PRPS1L1	(0.00444,0.0102]	5
ENSG00000064195	6	12.213	0.01000212	0.00212305	0.02181905	DLX3	(0.00444,0.0102]	5
ENSG00000058056	27	49.721	0.01000516	0.00410505	0.01740205	USP13	(0.00444,0.0102]	5
ENSG00000105327	4	5.5003	0.01000673	0.00021505	0.02842405	BBC3	(0.00444,0.0102]	5
ENSG00000109846	3	5.3017	0.01001039	0.00086305	0.03295005	CRYAB	(0.00444,0.0102]	5
ENSG00000138039	16	27.41	0.01001078	0.00262805	0.02027505	LHCGR	(0.00444,0.0102]	5
ENSG00000166377	34	65.723	0.0100335	0.00435205	0.01704105	ATP9B	(0.00444,0.0102]	5
ENSG00000050405	21	35.351	0.01003825	0.00353605	0.01850305	LIMA1	(0.00444,0.0102]	5
ENSG00000088280	27	52.392	0.01004079	0.00280205	0.01916505	ASAP3	(0.00444,0.0102]	5
ENSG00000182500	7	6.7538	0.01004676	0.00128005	0.02564105	NA	(0.00444,0.0102]	5
ENSG00000212719	2	5.2235	0.01004856	2.51e-05	0.04245805	LINC02693	(0.00444,0.0102]	5
ENSG00000126749	9	12.593	0.01005242	0.00043505	0.02849805	EMG1	(0.00444,0.0102]	5
ENSG00000157456	20	24.69	0.01005309	0.00156405	0.02213405	CCNB2	(0.00444,0.0102]	5
ENSG00000152952	20	45.569	0.01005935	0.00290805	0.01802405	PLOD2	(0.00444,0.0102]	5
ENSG00000175899	32	78.962	0.01006756	0.00148205	0.01906305	A2M	(0.00444,0.0102]	5
ENSG00000227011	1	3.9005	0.01007325	6.81e-05	0.02652005	LINC02876	(0.00444,0.0102]	5
ENSG00000127328	17	28.738	0.01007822	0.00268005	0.01994805	RAB3IP	(0.00444,0.0102]	5
ENSG00000177981	8	10.861	0.0100797	0.00226405	0.02176205	ASB8	(0.00444,0.0102]	5
ENSG00000135338	13	31.837	0.01008197	0.00165505	0.02052905	LCA5	(0.00444,0.0102]	5
ENSG00000178342	1	7.1195	0.01008793	9.01e-05	0.04886705	KCNG2	(0.00444,0.0102]	5
ENSG00000080573	51	106.52	0.0100936	0.00326205	0.01727705	COL5A3	(0.00444,0.0102]	5
ENSG00000131732	7	14.334	0.01009476	0.00106605	0.02617805	ZCCHC9	(0.00444,0.0102]	5
ENSG00000173706	21	52.747	0.01009552	0.00255705	0.02080105	HEG1	(0.00444,0.0102]	5
ENSG00000120756	14	32.831	0.01009605	0.00273405	0.01872205	PLS1	(0.00444,0.0102]	5
ENSG00000108561	11	12.361	0.01009931	0.00121805	0.02555905	C1QBP	(0.00444,0.0102]	5
ENSG00000101265	13	20.512	0.01010176	0.00304105	0.02015905	RASSF2	(0.00444,0.0102]	5
ENSG00000125414	53	97.119	0.01011042	0.00477005	0.01586205	MYH2	(0.00444,0.0102]	5
ENSG00000168434	18	40.37	0.01011365	0.00358005	0.01832005	COG7	(0.00444,0.0102]	5
ENSG00000145725	43	67.655	0.01011417	0.00497905	0.01602105	PPIP5K2	(0.00444,0.0102]	5
ENSG00000182405	0	0.51193	0.01011807	2.71e-05	0.04284305	PGBD4	(0.00444,0.0102]	5
ENSG00000115718	11	21.07	0.01012278	0.00048405	0.02922505	PROC	(0.00444,0.0102]	5
ENSG00000159958	1	3.6371	0.01013099	0.00011505	0.04360805	TNFRSF13C	(0.00444,0.0102]	5
ENSG00000144029	10	24.471	0.01013521	0.00082805	0.02557805	MRPS5	(0.00444,0.0102]	5
ENSG00000183172	1	2.5377	0.01013723	0.00017505	0.03760605	SMDT1	(0.00444,0.0102]	5
ENSG00000154102	0	1.9056	0.01013807	5.81e-05	0.04560505	C16orf74	(0.00444,0.0102]	5
ENSG00000205502	5	3.0083	0.01014285	6.81e-05	0.04417905	C2CD4B	(0.00444,0.0102]	5
ENSG00000134056	2	5.0656	0.01015294	0.00018505	0.04079805	MRPS36	(0.00444,0.0102]	5
ENSG00000185053	15	19.479	0.01016466	0.00270805	0.02070005	SGCZ	(0.00444,0.0102]	5
ENSG00000006194	19	28.772	0.01017258	0.00400005	0.01799205	ZNF263	(0.00444,0.0102]	5
ENSG00000114491	9	16.877	0.0101746	0.00219805	0.02225705	UMPS	(0.00444,0.0102]	5
ENSG00000179674	8	6.1799	0.01017881	1.81e-05	0.04272405	ARL14	(0.00444,0.0102]	5
ENSG00000174405	13	25.772	0.01017913	0.00241505	0.02043705	LIG4	(0.00444,0.0102]	5
ENSG00000163026	8	18.45	0.01018972	0.00047605	0.03016305	WDCP	(0.00444,0.0102]	5
ENSG00000134574	12	22.927	0.01019194	0.00324605	0.01993905	DDB2	(0.0102,0.0209]	6
ENSG00000027697	6	16.921	0.01019657	0.00047305	0.03542805	IFNGR1	(0.0102,0.0209]	6
ENSG00000135451	23	38.652	0.01020033	0.00046305	0.02539305	TROAP	(0.0102,0.0209]	6
ENSG00000184005	8	14.971	0.01020124	0.00195805	0.02347705	ST6GALNAC3	(0.0102,0.0209]	6
ENSG00000148339	7	22.509	0.01020213	0.00233105	0.02177705	SLC25A25	(0.0102,0.0209]	6
ENSG00000122507	35	55.14	0.01020399	0.00410605	0.01766205	BBS9	(0.0102,0.0209]	6
ENSG00000179195	5	6.9569	0.01022345	0.00181805	0.01973105	ZNF664	(0.0102,0.0209]	6
ENSG00000185436	4	11.989	0.01022479	0.00022505	0.03767605	IFNLR1	(0.0102,0.0209]	6
ENSG00000197849	4	5.3076	0.01022673	3.61e-05	0.04353505	OR8G1	(0.0102,0.0209]	6
ENSG00000205318	4	8.8582	0.01022763	1.81e-05	0.04298405	GCNT2P1	(0.0102,0.0209]	6
ENSG00000187513	4	11.672	0.01023507	0.00170205	0.02396805	GJA4	(0.0102,0.0209]	6
ENSG00000174718	16	59.616	0.01023798	0.00072005	0.03517505	RESF1	(0.0102,0.0209]	6
ENSG00000145779	1	4.8807	0.01024134	0.00141905	0.02640005	TNFAIP8	(0.0102,0.0209]	6
ENSG00000112473	5	17.147	0.01024148	0.00163705	0.02351505	SLC39A7	(0.0102,0.0209]	6
ENSG00000182118	1	3.4823	0.01024563	0.00034605	0.03241905	FAM89A	(0.0102,0.0209]	6
ENSG00000159123	2	1.9033	0.01025007	1.91e-05	0.04313005	NA	(0.0102,0.0209]	6
ENSG00000135472	10	20.684	0.01027549	0.00240805	0.02276805	FAIM2	(0.0102,0.0209]	6
ENSG00000188559	45	98.274	0.01028137	0.00414805	0.01722705	RALGAPA2	(0.0102,0.0209]	6
ENSG00000142279	9	15.768	0.01028791	0.00185505	0.02304605	WTIP	(0.0102,0.0209]	6
ENSG00000137968	16	46.767	0.01029163	0.00292505	0.02003205	SLC44A5	(0.0102,0.0209]	6
ENSG00000247077	8	11.835	0.01029516	0.00154105	0.02400205	PGAM5	(0.0102,0.0209]	6
ENSG00000163214	37	72.082	0.01029636	0.00544505	0.01580205	DHX57	(0.0102,0.0209]	6
ENSG00000112218	3	11.061	0.01029741	0.00123905	0.02596705	GPR63	(0.0102,0.0209]	6
ENSG00000039319	31	60.716	0.01030297	0.00372005	0.01901705	ZFYVE16	(0.0102,0.0209]	6
ENSG00000143367	11	25.592	0.01030526	0.00102005	0.02489505	TUFT1	(0.0102,0.0209]	6
ENSG00000130766	14	24.145	0.01031075	0.00348605	0.01832605	SESN2	(0.0102,0.0209]	6
ENSG00000173714	7	17.411	0.01031128	0.00050105	0.02800705	WFIKKN2	(0.0102,0.0209]	6
ENSG00000184160	2	10.407	0.01031216	0.00178605	0.02272605	ADRA2C	(0.0102,0.0209]	6
ENSG00000164116	17	30.35	0.01031877	0.00285905	0.02063205	GUCY1A1	(0.0102,0.0209]	6
ENSG00000172346	4	5.0719	0.01031937	0.00116705	0.02978805	CSDC2	(0.0102,0.0209]	6
ENSG00000106785	6	13.66	0.01033678	0.00055705	0.03161605	TRIM14	(0.0102,0.0209]	6
ENSG00000150593	14	23.595	0.01033967	0.00184505	0.02306205	PDCD4	(0.0102,0.0209]	6
ENSG00000148572	7	12.425	0.01033982	0.00065905	0.02984705	NRBF2	(0.0102,0.0209]	6
ENSG00000117118	9	19.037	0.01034113	0.00147005	0.02368805	SDHB	(0.0102,0.0209]	6
ENSG00000188316	10	11.286	0.0103483	6.31e-05	0.04189505	ENO4	(0.0102,0.0209]	6
ENSG00000063515	3	2.4191	0.01034895	5.71e-05	0.04467605	GSC2	(0.0102,0.0209]	6
ENSG00000116984	31	66.735	0.01035886	0.00448905	0.01709905	MTR	(0.0102,0.0209]	6
ENSG00000101608	5	5.3814	0.01036185	0.00160105	0.02544605	MYL12A	(0.0102,0.0209]	6
ENSG00000164292	14	30.21	0.01036857	0.00353405	0.01934605	RHOBTB3	(0.0102,0.0209]	6
ENSG00000169896	28	60.493	0.010377	0.00122405	0.02017105	ITGAM	(0.0102,0.0209]	6
ENSG00000168002	10	11.899	0.01037832	0.00159605	0.02428405	POLR2G	(0.0102,0.0209]	6
ENSG00000106804	54	97.482	0.01037836	0.00434305	0.01694105	C5	(0.0102,0.0209]	6
ENSG00000131375	29	50.071	0.01039115	0.00477005	0.01744505	CAPN7	(0.0102,0.0209]	6
ENSG00000189339	6	12.285	0.01039781	0.00091905	0.03306105	SLC35E2B	(0.0102,0.0209]	6
ENSG00000146701	6	14.678	0.01039879	0.00056505	0.03065905	MDH2	(0.0102,0.0209]	6
ENSG00000105281	4	14.932	0.01040028	0.00125905	0.02750305	SLC1A5	(0.0102,0.0209]	6
ENSG00000142546	10	15.939	0.01040133	0.00256005	0.02179705	NOSIP	(0.0102,0.0209]	6
ENSG00000185269	10	29.235	0.01040235	0.00260405	0.02127405	NOTUM	(0.0102,0.0209]	6
ENSG00000150459	3	8.4769	0.01040949	0.00173905	0.02136105	SAP18	(0.0102,0.0209]	6
ENSG00000235604	NA	NA	0.01041533	1.41e-05	0.04353805	NA	(0.0102,0.0209]	6
ENSG00000197043	20	40.693	0.01042121	0.00175905	0.02248105	ANXA6	(0.0102,0.0209]	6
ENSG00000171219	53	79.412	0.01042641	0.00409205	0.01787005	CDC42BPG	(0.0102,0.0209]	6
ENSG00000163453	6	10.592	0.01044426	0.00113605	0.02924205	IGFBP7	(0.0102,0.0209]	6
ENSG00000176678	3	6.3439	0.01045603	0.00082905	0.03018005	FOXL1	(0.0102,0.0209]	6
ENSG00000141497	24	38.107	0.01047873	0.00378805	0.01893605	ZMYND15	(0.0102,0.0209]	6
ENSG00000198754	8	4.4435	0.01048713	1.21e-05	0.04365505	OXCT2	(0.0102,0.0209]	6
ENSG00000114316	24	53.242	0.0104874	0.00400605	0.01810705	USP4	(0.0102,0.0209]	6
ENSG00000125779	13	21.385	0.01048928	0.00330305	0.02058905	PANK2	(0.0102,0.0209]	6
ENSG00000151012	11	23.93	0.01049322	0.00085505	0.02633905	SLC7A11	(0.0102,0.0209]	6
ENSG00000214562	1	4.7625	0.01049431	3.61e-05	0.04734305	NUTM2D	(0.0102,0.0209]	6
ENSG00000158014	5	17.105	0.0104969	0.00026205	0.03319605	SLC30A2	(0.0102,0.0209]	6
ENSG00000164961	39	68.346	0.01050804	0.00479905	0.01724005	WASHC5	(0.0102,0.0209]	6
ENSG00000212916	31	31.267	0.01051014	5.31e-05	0.04495005	MAP10	(0.0102,0.0209]	6
ENSG00000161610	2	2.2411	0.0105162	9.91e-05	0.04428605	HCRT	(0.0102,0.0209]	6
ENSG00000238269	4	3.5704	0.01051678	2.81e-05	0.04432905	PAGE2B	(0.0102,0.0209]	6
ENSG00000088756	19	32.569	0.01051729	0.00283305	0.02099505	ARHGAP28	(0.0102,0.0209]	6
ENSG00000150764	24	44.979	0.01051898	0.00306905	0.02020605	DIXDC1	(0.0102,0.0209]	6
ENSG00000101680	78	151.6	0.01052119	0.00542405	0.01588905	LAMA1	(0.0102,0.0209]	6
ENSG00000255622	9	13.481	0.01054243	2.41e-05	0.04477105	PCDHB17P	(0.0102,0.0209]	6
ENSG00000183396	0	4.8635	0.01054305	1.71e-05	0.05654704	TMEM89	(0.0102,0.0209]	6
ENSG00000137077	3	6.3683	0.01055026	0.00024805	0.03898605	CCL21	(0.0102,0.0209]	6
ENSG00000105607	8	22.597	0.01055207	0.00056905	0.03297005	GCDH	(0.0102,0.0209]	6
ENSG00000204183	5	8.2997	0.01055344	0.00011505	0.03473105	GDF5-AS1	(0.0102,0.0209]	6
ENSG00000189043	3	5.4332	0.01055663	0.00051405	0.03444705	NDUFA4	(0.0102,0.0209]	6
ENSG00000197153	0	2.93	0.01055975	7.51e-05	0.04506505	H3C12	(0.0102,0.0209]	6
ENSG00000184515	3	1.6151	0.01056548	0.00069205	0.03271405	BEX5	(0.0102,0.0209]	6
ENSG00000149823	17	27.593	0.01057244	0.00350905	0.02035105	VPS51	(0.0102,0.0209]	6
ENSG00000070748	22	35.586	0.01057881	0.00308405	0.02045705	CHAT	(0.0102,0.0209]	6
ENSG00000186001	25	42.988	0.01058262	0.00451505	0.01748705	LRCH3	(0.0102,0.0209]	6
ENSG00000185909	6	11.355	0.01058515	0.00173305	0.02658705	KLHDC8B	(0.0102,0.0209]	6
ENSG00000169504	6	10.215	0.01058984	0.00172805	0.02659305	CLIC4	(0.0102,0.0209]	6
ENSG00000100626	13	35.121	0.01060292	0.00228105	0.02187605	GALNT16	(0.0102,0.0209]	6
ENSG00000240764	13	27.766	0.01060536	0.00385005	0.01914205	PCDHGC5	(0.0102,0.0209]	6
ENSG00000144057	7	18.609	0.01060596	0.00126805	0.02651505	ST6GAL2	(0.0102,0.0209]	6
ENSG00000110583	14	17.077	0.01060625	0.00173905	0.02479305	NAA40	(0.0102,0.0209]	6
ENSG00000173821	126	222.76	0.01060648	0.00609805	0.01561005	RNF213	(0.0102,0.0209]	6
ENSG00000120322	11	15.144	0.0106068	4.41e-05	0.04539405	PCDHB8	(0.0102,0.0209]	6
ENSG00000122674	12	21.082	0.01060939	0.00159905	0.02520805	CCZ1	(0.0102,0.0209]	6
ENSG00000101842	6	12.051	0.0106101	0.00021405	0.03144405	VSIG1	(0.0102,0.0209]	6
ENSG00000170276	6	7.8974	0.01061257	0.00053605	0.02967905	HSPB2	(0.0102,0.0209]	6
ENSG00000212643	7	10.109	0.01061797	2.21e-05	0.04505005	ZRSR2P1	(0.0102,0.0209]	6
ENSG00000176125	2	2.1333	0.01062802	1.91e-05	0.04494105	UFSP1	(0.0102,0.0209]	6
ENSG00000105518	4	10.038	0.01062853	0.00021205	0.03304805	TMEM205	(0.0102,0.0209]	6
ENSG00000135454	11	22.952	0.01063237	0.00221205	0.02327405	B4GALNT1	(0.0102,0.0209]	6
ENSG00000001461	10	20.1	0.01063301	0.00087805	0.02855505	NIPAL3	(0.0102,0.0209]	6
ENSG00000156931	30	88.941	0.0106362	0.00438805	0.01784405	VPS8	(0.0102,0.0209]	6
ENSG00000163913	49	72.501	0.01064791	0.00478505	0.01775305	IFT122	(0.0102,0.0209]	6
ENSG00000170043	3	8.5913	0.01066025	0.00088105	0.02900905	TRAPPC1	(0.0102,0.0209]	6
ENSG00000180979	6	10.621	0.01066525	0.00144605	0.02759305	LRRC57	(0.0102,0.0209]	6
ENSG00000135749	54	99.494	0.010674	0.00341405	0.01839205	PCNX2	(0.0102,0.0209]	6
ENSG00000100600	10	24.765	0.01067528	0.00260305	0.02285205	LGMN	(0.0102,0.0209]	6
ENSG00000101773	27	49.731	0.01068048	0.00285505	0.02062705	RBBP8	(0.0102,0.0209]	6
ENSG00000095739	7	10.58	0.01068801	0.00100705	0.02760505	BAMBI	(0.0102,0.0209]	6
ENSG00000168000	18	26.475	0.01069317	0.00340205	0.02036205	BSCL2	(0.0102,0.0209]	6
ENSG00000186625	13	29.477	0.01069423	0.00364905	0.01873605	KATNA1	(0.0102,0.0209]	6
ENSG00000107185	16	21.601	0.01069878	0.00233105	0.02246805	RGP1	(0.0102,0.0209]	6
ENSG00000152315	4	11.512	0.01070238	0.00127205	0.02673605	KCNK13	(0.0102,0.0209]	6
ENSG00000198860	2	7.9089	0.01070259	0.00083405	0.03122805	TSEN15	(0.0102,0.0209]	6
ENSG00000187764	6	37.772	0.01070787	0.00498505	0.01777305	SEMA4D	(0.0102,0.0209]	6
ENSG00000171960	8	12.134	0.01071078	0.00203205	0.02444605	PPIH	(0.0102,0.0209]	6
ENSG00000223802	4	13.232	0.0107159	0.00033805	0.03643405	CERS1	(0.0102,0.0209]	6
ENSG00000119203	17	36.378	0.01072511	0.00386105	0.01990505	CPSF3	(0.0102,0.0209]	6
ENSG00000113209	11	16.3	0.01072644	4.71e-05	0.04597005	PCDHB5	(0.0102,0.0209]	6
ENSG00000106086	18	27.938	0.01072848	0.00347805	0.02085605	PLEKHA8	(0.0102,0.0209]	6
ENSG00000160563	10	16.702	0.01072975	0.00290005	0.02209105	MED27	(0.0102,0.0209]	6
ENSG00000169245	1	4.7158	0.01073368	0.00011405	0.04670405	CXCL10	(0.0102,0.0209]	6
ENSG00000164611	6	8.3285	0.01073926	0.00153505	0.02687705	PTTG1	(0.0102,0.0209]	6
ENSG00000013375	14	33.518	0.01073997	0.00341805	0.02048105	PGM3	(0.0102,0.0209]	6
ENSG00000134324	29	54.371	0.01074149	0.00309105	0.02039805	LPIN1	(0.0102,0.0209]	6
ENSG00000146376	24	39.284	0.01074195	0.00242705	0.02241005	ARHGAP18	(0.0102,0.0209]	6
ENSG00000005882	12	21.165	0.01074887	0.00236705	0.02311405	PDK2	(0.0102,0.0209]	6
ENSG00000037749	6	10.282	0.01075119	0.00208105	0.02492905	MFAP3	(0.0102,0.0209]	6
ENSG00000130700	3	12.332	0.01075871	0.00068005	0.02969905	GATA5	(0.0102,0.0209]	6
ENSG00000280236	0	3.6676	0.01078337	6.21e-05	0.04620905	OR12D2	(0.0102,0.0209]	6
ENSG00000160818	8	11.608	0.01078533	0.00096305	0.03032405	GPATCH4	(0.0102,0.0209]	6
ENSG00000047365	38	88.717	0.01079636	0.00304205	0.01951705	ARAP2	(0.0102,0.0209]	6
ENSG00000112769	54	92.778	0.01080974	0.00530005	0.01705105	LAMA4	(0.0102,0.0209]	6
ENSG00000234965	0	0.86723	0.01081228	0.00010505	0.04592005	SHISA8	(0.0102,0.0209]	6
ENSG00000185344	25	46.652	0.01081304	0.00365405	0.02005605	ATP6V0A2	(0.0102,0.0209]	6
ENSG00000050628	3	13.39	0.01081497	0.00182805	0.02812605	PTGER3	(0.0102,0.0209]	6
ENSG00000272602	1	4.0394	0.01082	3.21e-05	0.05298604	ZNF595	(0.0102,0.0209]	6
ENSG00000005961	36	62.904	0.01082003	0.00328105	0.01965005	ITGA2B	(0.0102,0.0209]	6
ENSG00000141526	7	11.229	0.01082105	0.00173105	0.02748005	SLC16A3	(0.0102,0.0209]	6
ENSG00000135776	16	25.928	0.01082594	0.00336205	0.02103505	ABCB10	(0.0102,0.0209]	6
ENSG00000196305	46	76.566	0.01083045	0.00535205	0.01728505	IARS1	(0.0102,0.0209]	6
ENSG00000142677	8	23.02	0.01083487	5.31e-05	0.03873005	IL22RA1	(0.0102,0.0209]	6
ENSG00000186687	3	5.2649	0.01083572	0.00106205	0.03255605	LYRM7	(0.0102,0.0209]	6
ENSG00000134014	26	35.214	0.01084045	0.00448405	0.01878405	ELP3	(0.0102,0.0209]	6
ENSG00000030304	19	39.943	0.01084818	0.00312705	0.02118005	MUSK	(0.0102,0.0209]	6
ENSG00000129521	5	11.291	0.01085127	0.00198005	0.02548705	EGLN3	(0.0102,0.0209]	6
ENSG00000044012	1	4.844	0.01085355	3.91e-05	0.05451604	GUCA2B	(0.0102,0.0209]	6
ENSG00000274791	NA	NA	0.01085371	2.51e-05	0.04627605	NA	(0.0102,0.0209]	6
ENSG00000171405	8	6.5647	0.01085557	3.01e-05	0.04594505	XAGE5	(0.0102,0.0209]	6
ENSG00000239672	5	8.6984	0.01086172	0.00076705	0.03103505	NME1	(0.0102,0.0209]	6
ENSG00000103507	10	19.566	0.01086228	0.00294505	0.02229405	BCKDK	(0.0102,0.0209]	6
ENSG00000162551	10	24.475	0.01087435	0.00212905	0.02325605	ALPL	(0.0102,0.0209]	6
ENSG00000157950	NA	NA	0.01087753	1.81e-05	0.04609405	NA	(0.0102,0.0209]	6
ENSG00000196072	4	7.7533	0.01088014	0.00194805	0.02087005	BLOC1S2	(0.0102,0.0209]	6
ENSG00000170615	18	36.866	0.01088158	0.00263505	0.02212005	SLC26A5	(0.0102,0.0209]	6
ENSG00000102760	4	5.8553	0.01088685	0.00149905	0.02671305	RGCC	(0.0102,0.0209]	6
ENSG00000134571	29	67.261	0.01088929	0.00156805	0.02206205	MYBPC3	(0.0102,0.0209]	6
ENSG00000143845	12	18.111	0.01088975	0.00154005	0.02609405	ETNK2	(0.0102,0.0209]	6
ENSG00000175325	3	8.6306	0.01089374	0.00021605	0.03558605	PROP1	(0.0102,0.0209]	6
ENSG00000184166	5	6.3258	0.01090271	8.41e-05	0.04658705	OR1D2	(0.0102,0.0209]	6
ENSG00000115145	13	28.205	0.01090742	0.00166605	0.02518505	STAM2	(0.0102,0.0209]	6
ENSG00000164466	8	18.312	0.01090852	0.00144105	0.02598705	SFXN1	(0.0102,0.0209]	6
ENSG00000158805	13	27.467	0.01090859	0.00268605	0.02284305	ZNF276	(0.0102,0.0209]	6
ENSG00000173660	5	7.7554	0.01091159	0.00067505	0.03148505	UQCRH	(0.0102,0.0209]	6
ENSG00000241360	1	3.469	0.01091745	0.00013405	0.04572205	PDXP	(0.0102,0.0209]	6
ENSG00000142173	22	54.312	0.0109187	0.00231505	0.02118805	COL6A2	(0.0102,0.0209]	6
ENSG00000074800	11	21.074	0.01092011	0.00292805	0.02221505	ENO1	(0.0102,0.0209]	6
ENSG00000241878	4	15.836	0.01092176	0.00032305	0.04171705	PISD	(0.0102,0.0209]	6
ENSG00000179918	6	11.87	0.01092292	0.00051505	0.03244305	SEPHS2	(0.0102,0.0209]	6
ENSG00000187068	7	8.0583	0.01092583	0.00116805	0.03013405	C3orf70	(0.0102,0.0209]	6
ENSG00000162869	25	50.925	0.01093576	0.00225505	0.02132305	PPP1R21	(0.0102,0.0209]	6
ENSG00000099785	4	10.255	0.01093899	0.00169205	0.02702105	MARCHF2	(0.0102,0.0209]	6
ENSG00000165959	20	41.63	0.01094055	0.00260305	0.02181205	CLMN	(0.0102,0.0209]	6
ENSG00000164743	6	6.8612	0.01094754	2.81e-05	0.04680205	C8orf48	(0.0102,0.0209]	6
ENSG00000185958	56	87.922	0.0109486	0.00012205	0.04996805	FAM186A	(0.0102,0.0209]	6
ENSG00000262874	0	0.58267	0.01094959	3.61e-05	0.04696405	C19orf84	(0.0102,0.0209]	6
ENSG00000241233	1	1.0759	0.01094971	2.51e-05	0.04673205	KRTAP5-8	(0.0102,0.0209]	6
ENSG00000112337	13	22.987	0.01095816	0.00229705	0.02342205	SLC17A2	(0.0102,0.0209]	6
ENSG00000235162	0	3.2809	0.01095959	0.00012105	0.04839905	C12orf75	(0.0102,0.0209]	6
ENSG00000174842	25	38.549	0.01096087	0.00326505	0.02133105	GLMN	(0.0102,0.0209]	6
ENSG00000140873	56	75.381	0.01096185	0.00598105	0.01666505	ADAMTS18	(0.0102,0.0209]	6
ENSG00000127418	6	16.212	0.0109638	0.00088705	0.03022305	FGFRL1	(0.0102,0.0209]	6
ENSG00000205930	1	2.2717	0.01097078	1.61e-05	0.04972905	C21orf62-AS1	(0.0102,0.0209]	6
ENSG00000115446	8	14.269	0.01097262	0.00107405	0.02889905	UNC50	(0.0102,0.0209]	6
ENSG00000185130	6	2.2077	0.01098974	1.91e-05	0.04668505	H2BC13	(0.0102,0.0209]	6
ENSG00000174606	14	30.935	0.01099761	0.00209905	0.02261905	ANGEL2	(0.0102,0.0209]	6
ENSG00000262814	5	8.7284	0.01099832	0.00033105	0.03504905	MRPL12	(0.0102,0.0209]	6
ENSG00000183751	24	45.647	0.0109998	0.00169905	0.02337305	TBL3	(0.0102,0.0209]	6
ENSG00000139626	16	37.464	0.01100055	0.00194105	0.02434805	ITGB7	(0.0102,0.0209]	6
ENSG00000164897	3	6.4006	0.0110019	0.00031905	0.04064405	TMUB1	(0.0102,0.0209]	6
ENSG00000140470	34	61.874	0.01100407	0.00491605	0.01818305	ADAMTS17	(0.0102,0.0209]	6
ENSG00000121570	8	15.231	0.01100771	0.00067905	0.03263405	DPPA4	(0.0102,0.0209]	6
ENSG00000197629	22	19.119	0.01100908	4.91e-05	0.04731405	MPEG1	(0.0102,0.0209]	6
ENSG00000203926	NA	NA	0.01101176	1.51e-05	0.04648005	SPANXA2	(0.0102,0.0209]	6
ENSG00000167034	6	8.5285	0.01101324	0.00025405	0.03727705	NKX3-1	(0.0102,0.0209]	6
ENSG00000166349	12	26.408	0.01102193	0.00339105	0.02106605	RAG1	(0.0102,0.0209]	6
ENSG00000171433	2	3.4291	0.01102816	1.91e-05	0.05012904	GLOD5	(0.0102,0.0209]	6
ENSG00000100442	7	13.06	0.0110299	0.00102305	0.02974505	FKBP3	(0.0102,0.0209]	6
ENSG00000198522	11	23.881	0.01103563	0.00122905	0.02646905	GPN1	(0.0102,0.0209]	6
ENSG00000166925	0	10.093	0.01104653	0.00219705	0.02195805	TSC22D4	(0.0102,0.0209]	6
ENSG00000162998	7	14.283	0.01104756	0.00103805	0.02926505	FRZB	(0.0102,0.0209]	6
ENSG00000203730	4	4.4904	0.01105345	2.01e-05	0.04704505	TEDDM1	(0.0102,0.0209]	6
ENSG00000113248	18	19.793	0.01106216	5.21e-05	0.04756605	PCDHB15	(0.0102,0.0209]	6
ENSG00000136986	9	18.663	0.01106256	0.00200705	0.02435705	DERL1	(0.0102,0.0209]	6
ENSG00000214688	1	0.8423	0.01106866	8.51e-05	0.04780105	C10orf105	(0.0102,0.0209]	6
ENSG00000173457	4	5.6776	0.01106877	0.00130005	0.03310405	PPP1R14B	(0.0102,0.0209]	6
ENSG00000125247	20	37.146	0.01107543	0.00189305	0.02432705	TMTC4	(0.0102,0.0209]	6
